"Sequence Read Archive ID","NCBI Project ID","HMP Isolation Body Site","HMP Isolation Body Subsite","Gene Count","IMG/HMP ID","Sequencing Center","Addition Date","Last Modification Date","",
"SRS015269","48479","airways","Nares","2565","7000000493","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS015430","48479","airways","Nares","728","7000000379","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS015450","48479","airways","Nares","833","7000000322","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS015640","48479","airways","Nares","452","7000000068","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS015752","48479","airways","Nares","12160","7000000143","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS015793","48479","airways","Nares","11900","7000000427","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS015937","48479","airways","Nares","12933","7000000567","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS015996","48479","airways","Nares","20706","7000000477","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS016033","48479","airways","Nares","103","7000000500","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS016105","48479","airways","Nares","1275","7000000569","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS016188","48479","airways","Nares","1395","7000000153","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS016292","48479","airways","Nares","10631","7000000662","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS016434","48479","airways","Nares","116","7000000169","Broad Institute","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS016513","48479","airways","Nares","209","7000000586","Baylor College of Medicine","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS016553","48479","airways","Nares","1370","7000000642","Broad Institute","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS016581","48479","airways","Nares","153","7000000362","Broad Institute","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS016752","48479","airways","Nares","10465","7000000141","Broad Institute","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS017044","48479","airways","Nares","8897","7000000273","Broad Institute","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS017156","48479","airways","Nares","3659","7000000378","Broad Institute","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS017244","48479","airways","Nares","190","7000000179","Broad Institute","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS017451","48479","airways","Nares","3943","7000000705","Broad Institute","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS017517","48479","airways","Nares","0","0","Broad Institute","2014-09-07T20:00:00","2016-12-20T19:13:36",
"SRS017697","48479","airways","Nares","4401","7000000573","Broad Institute","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS017820","48479","airways","Nares","9214","7000000529","Broad Institute","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS018312","48479","airways","Nares","200","7000000581","Broad Institute","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS018369","48479","airways","Nares","228","7000000280","Broad Institute","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS018463","48479","airways","Nares","1588","7000000079","Broad Institute","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS018585","48479","airways","Nares","46","7000000668","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS018671","48479","airways","Nares","1171","7000000117","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS018784","48479","airways","Nares","1793","7000000572","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS018981","48479","airways","Nares","5917","7000000679","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS019019","48479","airways","Nares","13507","7000000035","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS019039","48479","airways","Nares","11353","7000000415","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS019067","48479","airways","Nares","2945","7000000588","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS019087","48479","airways","Nares","1361","7000000196","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS019119","48479","airways","Nares","1792","7000000703","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS019215","48479","airways","Nares","61","7000000291","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS019339","48479","airways","Nares","447","7000000206","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS019386","48479","airways","Nares","4105","7000000685","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS019597","48479","airways","Nares","3397","7000000520","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS019867","48479","airways","Nares","7372","7000000414","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS019986","48479","airways","Nares","19472","7000000413","Broad Institute","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS020232","48479","airways","Nares","12756","7000000384","Broad Institute","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS020386","48479","airways","Nares","13895","7000000487","Broad Institute","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS020868","48479","airways","Nares","370","7000000173","Broad Institute","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS020905","48479","airways","Nares","0","0","Broad Institute","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS021483","48479","airways","Nares","1156","7000000251","Broad Institute","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS022006","48479","airways","Nares","19241","7000000021","Broad Institute","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS022129","48479","airways","Nares","4012","7000000199","Broad Institute","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS022645","48479","airways","Nares","2188","7000000135","Broad Institute","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS023212","48479","airways","Nares","1053","7000000121","Broad Institute","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS023847","48479","airways","Nares","11331","7000000613","Broad Institute","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS023970","48479","airways","Nares","300","7000000701","Broad Institute","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS024064","48479","airways","Nares","2301","7000000697","Broad Institute","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS024150","48479","airways","Nares","0","0","Broad Institute","2014-09-07T20:00:00","2016-12-20T19:13:54",
"SRS024301","48479","airways","Nares","571","7000000116","Broad Institute","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS024424","48479","airways","Nares","16275","7000000602","Broad Institute","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS024567","48479","airways","Nares","67","7000000517","Broad Institute","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS042959","48479","airways","Nares","0","0","Broad Institute","2014-09-07T20:00:00","2016-12-20T19:13:54",
"SRS042983","48479","airways","Nares","0","0","Broad Institute","2014-09-07T20:00:00","2016-12-20T19:13:54",
"SRS043451","48479","airways","Nares","0","0","Broad Institute","2014-09-07T20:00:00","2016-12-20T19:13:54",
"SRS044474","48479","airways","Nares","18503","7000000711","Broad Institute","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS044626","48479","airways","Nares","1252","7000000037","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS045840","48479","airways","Nares","0","0","Broad Institute","2014-09-07T20:00:00","2016-12-20T19:13:55",
"SRS046035","48479","airways","Nares","0","0","Broad Institute","2014-09-07T20:00:00","2016-12-20T19:13:55",
"SRS046344","48479","airways","Nares","2362","7000000361","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS046973","48479","airways","Nares","708","7000000166","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS047225","48479","airways","Nares","18287","7000000566","Broad Institute","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS047254","48479","airways","Nares","4273","7000000343","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS047708","48479","airways","Nares","11","7000000338","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS047844","48479","airways","Nares","40","7000000089","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS049191","48479","airways","Nares","0","0","Broad Institute","2014-09-07T20:00:00","2016-12-20T19:13:55",
"SRS049744","48479","airways","Nares","94","7000000580","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS050025","48479","airways","Nares","8135","7000000629","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS050225","48479","airways","Nares","0","0","Broad Institute","2014-09-07T20:00:00","2016-12-20T19:13:56",
"SRS050484","48479","airways","Nares","583","7000000548","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS051600","48479","airways","Nares","54","7000000450","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS051613","48479","airways","Nares","1667","7000000245","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS052590","48479","airways","Nares","1095","7000000478","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS052778","48479","airways","Nares","0","0","Broad Institute","2014-09-07T20:00:00","2016-12-20T19:13:56",
"SRS053437","48479","airways","Nares","6915","7000000227","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS054061","48479","airways","Nares","9729","7000000578","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS056210","48479","airways","Nares","96","7000000299","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS056712","48479","airways","Nares","0","0","Broad Institute","2014-09-07T20:00:00","2016-12-20T19:13:57",
"SRS056906","48479","airways","Nares","15371","7000000728","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS058213","48479","airways","Nares","15883","7000000476","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS058456","48479","airways","Nares","0","0","Broad Institute","2014-09-07T20:00:00","2016-12-20T19:13:57",
"SRS062713","48479","airways","Nares","8334","7000000620","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS063035","48479","airways","Nares","7273","7000000473","Baylor College of Medicine","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS063178","48479","airways","Nares","44","7000000055","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS063912","48479","airways","Nares","0","0","Broad Institute","2014-09-07T20:00:00","2016-12-20T19:13:58",
"SRS064097","48479","airways","Nares","0","0","Broad Institute","2014-09-07T20:00:00","2016-12-20T19:13:58",
"SRS065142","48479","airways","Nares","34","7000000170","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS065179","48479","airways","Nares","501","7000000339","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS074688","48479","airways","Nares","0","0","Broad Institute","2014-09-07T20:00:00","2016-12-20T19:13:58",
"SRS074982","48479","airways","Nares","0","0","Broad Institute","2014-09-07T20:00:00","2016-12-20T19:13:59",
"SRS075096","48479","airways","Nares","0","0","Broad Institute","2014-09-07T20:00:00","2016-12-20T19:13:59",
"SRS075359","48479","airways","Nares","0","0","Broad Institute","2014-09-07T20:00:00","2016-12-20T19:14:00",
"SRS077085","48479","airways","Nares","0","0","Washington University Genome Sequencing Center","2014-09-07T20:00:00","2016-12-20T19:14:00",
"SRS077322","48479","airways","Nares","0","0","Washington University Genome Sequencing Center","2014-09-07T20:00:00","2016-12-20T19:14:01",
"SRS077501","48479","airways","Nares","0","0","Washington University Genome Sequencing Center","2014-09-07T20:00:00","2016-12-20T19:14:01",
"SRS077540","48479","airways","Nares","0","0","Washington University Genome Sequencing Center","2014-09-07T20:00:00","2016-12-20T19:14:01",
"SRS078260","48479","airways","Nares","0","0","Broad Institute","2014-09-07T20:00:00","2016-12-20T19:14:02",
"SRS078683","48479","airways","Nares","0","0","Broad Institute","2014-09-07T20:00:00","2016-12-20T19:14:03",
"SRS098747","48479","airways","Nares","0","0","Washington University Genome Sequencing Center","2014-09-07T20:00:00","2016-12-20T19:14:05",
"SRS099357","48479","airways","Nares","0","0","Washington University Genome Sequencing Center","2014-09-07T20:00:00","2016-12-20T19:14:05",
"SRS100039","48479","airways","Nares","0","0","Broad Institute","2014-09-07T20:00:00","2016-12-20T19:14:06",
"SRS101451","48479","airways","Nares","0","0","Broad Institute","2014-09-07T20:00:00","2016-12-20T19:14:06",
"SRS102820","48479","airways","Nares","0","0","Broad Institute","2014-09-07T20:00:00","2016-12-20T19:14:06",
"SRS103959","48479","airways","Nares","0","0","Washington University Genome Sequencing Center","2014-09-07T20:00:00","2016-12-20T19:14:07",
"SRS104269","48479","airways","Nares","0","0","Washington University Genome Sequencing Center","2014-09-07T20:00:00","2016-12-20T19:14:07",
"SRS104822","48479","airways","Nares","0","0","Washington University Genome Sequencing Center","2014-09-07T20:00:00","2016-12-20T19:14:08",
"SRS140663","48479","airways","Nares","0","0","Broad Institute","2014-09-07T20:00:00","2016-12-20T19:14:09",
"SRS143228","48479","airways","Nares","0","0","Washington University Genome Sequencing Center","2014-09-07T20:00:00","2016-12-20T19:14:11",
"SRS145515","48479","airways","Nares","0","0","Broad Institute","2014-09-07T20:00:00","2016-12-20T19:14:14",
"SRS146731","48479","airways","Nares","0","0","Washington University Genome Sequencing Center","2014-09-07T20:00:00","2016-12-20T19:14:14",
"SRS147134","48479","airways","Nares","0","0","Washington University Genome Sequencing Center","2014-09-07T20:00:00","2016-12-20T19:14:15",
"SRS147238","48479","airways","Nares","0","0","Washington University Genome Sequencing Center","2014-09-07T20:00:00","2016-12-20T19:14:16",
"SRS147950","48479","airways","Nares","0","0","Washington University Genome Sequencing Center","2014-09-07T20:00:00","2016-12-20T19:14:16",
"SRS148420","48479","airways","Nares","0","0","Washington University Genome Sequencing Center","2014-09-07T20:00:00","2016-12-20T19:14:17",
"SRS149932","48479","airways","Nares","0","0","Washington University Genome Sequencing Center","2014-09-07T20:00:00","2016-12-20T19:14:17",
"SRS011061","48479","gastrointestinal_tract","","173933","7000000693","Broad Institute","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS011084","48479","gastrointestinal_tract","","0","0","Broad Institute","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS011134","48479","gastrointestinal_tract","","366004","7000000455","Broad Institute","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS011239","48479","gastrointestinal_tract","","209423","7000000417","Broad Institute","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS011271","48479","gastrointestinal_tract","","273164","7000000401","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS011302","48479","gastrointestinal_tract","","213991","7000000112","Broad Institute","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS011405","48479","gastrointestinal_tract","","147956","7000000213","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS011452","48479","gastrointestinal_tract","","65530","7000000022","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS011529","48479","gastrointestinal_tract","","238266","7000000532","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS011586","48479","gastrointestinal_tract","","227705","7000000397","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS012273","48479","gastrointestinal_tract","","329347","7000000418","Broad Institute","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS012849","48479","gastrointestinal_tract","Stool","0","0","Broad Institute","2014-09-07T20:00:00","2016-12-20T19:11:18",
"SRS012902","48479","gastrointestinal_tract","","43797","7000000459","Broad Institute","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS012969","48479","gastrointestinal_tract","Stool","0","0","Broad Institute","2014-09-07T20:00:00","2016-12-20T19:11:19",
"SRS013098","48479","gastrointestinal_tract","Stool","0","0","Broad Institute","2014-09-07T20:00:00","2016-12-20T19:11:19",
"SRS013158","48479","gastrointestinal_tract","","80659","7000000431","Broad Institute","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS013215","48479","gastrointestinal_tract","","44389","7000000053","Broad Institute","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS013216","48479","gastrointestinal_tract","","0","0","J. Craig Venter Institute","2011-04-25T20:00:00","2016-12-20T19:13:12",
"SRS013216","48479","gastrointestinal_tract","Stool","0","0","J. Craig Venter Institute","2014-09-07T20:00:00","2016-12-20T19:13:12",
"SRS013476","48479","gastrointestinal_tract","","280221","7000000425","Broad Institute","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS013521","48479","gastrointestinal_tract","","128948","7000000549","Baylor College of Medicine","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS013638","48479","gastrointestinal_tract","Stool","0","0","Broad Institute","2014-09-07T20:00:00","2016-12-20T19:13:12",
"SRS013639","48479","gastrointestinal_tract","Stool","0","0","Broad Institute","2014-09-07T20:00:00","2016-12-20T19:13:12",
"SRS013687","48479","gastrointestinal_tract","","240549","7000000045","Broad Institute","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS013800","48479","gastrointestinal_tract","","184515","7000000490","Broad Institute","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS013951","48479","gastrointestinal_tract","","285198","7000000239","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS014235","48479","gastrointestinal_tract","","310985","7000000736","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS014287","48479","gastrointestinal_tract","","165616","7000000434","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS014313","48479","gastrointestinal_tract","","89612","7000000627","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS014459","48479","gastrointestinal_tract","","286709","7000000317","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS014613","48479","gastrointestinal_tract","","185023","7000000231","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS014683","48479","gastrointestinal_tract","","144644","7000000715","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS014923","48479","gastrointestinal_tract","","308557","7000000352","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS014979","48479","gastrointestinal_tract","","256936","7000000158","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS015065","48479","gastrointestinal_tract","","279717","7000000633","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS015133","48479","gastrointestinal_tract","","244986","7000000332","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS015190","48479","gastrointestinal_tract","","142222","7000000735","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS015217","48479","gastrointestinal_tract","","245092","7000000334","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS015264","48479","gastrointestinal_tract","","215772","7000000486","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS015369","48479","gastrointestinal_tract","","77848","7000000335","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS015431","48479","gastrointestinal_tract","","0","0","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS015578","48479","gastrointestinal_tract","","248881","7000000232","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS015663","48479","gastrointestinal_tract","","275619","7000000380","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS015782","48479","gastrointestinal_tract","","306978","7000000628","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS015794","48479","gastrointestinal_tract","","133295","7000000441","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS015854","48479","gastrointestinal_tract","","192435","7000000659","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS015890","48479","gastrointestinal_tract","","0","0","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS015960","48479","gastrointestinal_tract","","176171","7000000646","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS016018","48479","gastrointestinal_tract","","170040","7000000484","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS016056","48479","gastrointestinal_tract","","99129","7000000075","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS016095","48479","gastrointestinal_tract","","249914","7000000069","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS016203","48479","gastrointestinal_tract","","126559","7000000272","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS016267","48479","gastrointestinal_tract","","109588","7000000499","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS016335","48479","gastrointestinal_tract","","294460","7000000258","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS016437","48479","gastrointestinal_tract","Stool","0","0","Broad Institute","2014-09-07T20:00:00","2016-12-20T19:13:12",
"SRS016438","48479","gastrointestinal_tract","Stool","0","0","Broad Institute","2014-09-07T20:00:00","2016-12-20T19:13:13",
"SRS016495","48479","gastrointestinal_tract","","149382","7000000329","Baylor College of Medicine","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS016517","48479","gastrointestinal_tract","","150048","7000000585","Broad Institute","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS016585","48479","gastrointestinal_tract","","28297","7000000360","Broad Institute","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS016753","48479","gastrointestinal_tract","","91178","7000000142","Broad Institute","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS016954","48479","gastrointestinal_tract","","192166","7000000184","Broad Institute","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS016989","48479","gastrointestinal_tract","","133398","7000000373","Broad Institute","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS016990","48479","gastrointestinal_tract","","0","0","J. Craig Venter Institute","2011-04-25T20:00:00","2016-12-20T19:13:35",
"SRS016990","48479","gastrointestinal_tract","Stool","0","0","J. Craig Venter Institute","2014-09-07T20:00:00","2016-12-20T19:13:35",
"SRS017103","48479","gastrointestinal_tract","","266560","7000000579","Broad Institute","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS017191","48479","gastrointestinal_tract","","159777","7000000370","Broad Institute","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS017247","48479","gastrointestinal_tract","","85706","7000000178","Baylor College of Medicine","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS017307","48479","gastrointestinal_tract","","221063","7000000081","Broad Institute","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS017433","48479","gastrointestinal_tract","","155889","7000000385","Broad Institute","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS017521","48479","gastrointestinal_tract","","298940","7000000498","Broad Institute","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS017701","48479","gastrointestinal_tract","","170070","7000000348","Broad Institute","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS017821","48479","gastrointestinal_tract","","228304","7000000192","Broad Institute","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS017916","48479","gastrointestinal_tract","Stool","0","0","Broad Institute","2014-09-07T20:00:00","2016-12-20T19:13:36",
"SRS018133","48479","gastrointestinal_tract","","109547","7000000278","Broad Institute","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS018313","48479","gastrointestinal_tract","","118067","7000000012","Broad Institute","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS018351","48479","gastrointestinal_tract","","170090","7000000641","Broad Institute","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS018427","48479","gastrointestinal_tract","","217207","7000000087","Broad Institute","2011-04-25T20:00:00","2011-08-15T20:00:00",
"SRS018575","48479","gastrointestinal_tract","","96752","7000000174","Washington University Genome Sequencing Center","2011-04-25T20:00:00","2011-08-15T20:00:00",
